,dataset,target_coverage,expected_coverage,coverage,mse_expected,mse_filtered,mse_prop_base,comparison_loss
403,47_disclosure_x_bias,0.4,0.9195979899497487,0.8787878787878788,468591129.2930822,587862237.9531419,0.975953183049877,635253402.2459707
404,47_disclosure_x_bias,0.5,0.9195979899497487,0.8787878787878788,468591129.2930822,587862237.9531419,0.975953183049877,635253402.2459707
405,47_disclosure_x_bias,0.6,0.9195979899497487,0.8787878787878788,468591129.2930822,587862237.9531419,0.975953183049877,635253402.2459707
406,47_disclosure_x_bias,0.7000000000000001,0.9195979899497487,0.8787878787878788,468591129.2930822,587862237.9531419,0.975953183049877,635253402.2459707
407,47_disclosure_x_bias,0.8,0.9195979899497487,0.8787878787878788,468591129.2930822,587862237.9531419,0.975953183049877,635253402.2459707
408,47_disclosure_x_bias,0.9,0.9195979899497487,0.8787878787878788,468591129.2930822,587862237.9531419,0.975953183049877,635253402.2459707
409,47_disclosure_x_bias,1.0,1.0,1.0,550609170.7930373,599134642.3810173,1.0,635253402.2459707
410,48_SWD,0.1,0.13477537437603992,0.14035087719298245,0.14428391284623174,0.35944211704007545,0.5829074089928759,0.4572974208606892
411,48_SWD,0.2,0.259567387687188,0.3157894736842105,0.18804461223295768,0.3610175870872176,0.8418154177375847,0.4572974208606892
412,48_SWD,0.30000000000000004,0.3427620632279534,0.37343358395989973,0.20772932582671622,0.37117668025127565,0.8573546522506049,0.4572974208606892
413,48_SWD,0.4,0.43926788685524126,0.46365914786967416,0.22981044356363087,0.3971107720277359,0.8883664432579111,0.4572974208606892
414,48_SWD,0.5,0.5257903494176372,0.5338345864661654,0.2541396611665719,0.36441227183972363,0.8530889136157944,0.4572974208606892
415,48_SWD,0.6,0.6156405990016639,0.6290726817042607,0.2810098782702728,0.3666299227868024,0.8991789904204971,0.4572974208606892
416,48_SWD,0.7000000000000001,0.7437603993344426,0.7644110275689223,0.32054623865028875,0.3823514837546975,0.9345203812517675,0.4572974208606892
417,48_SWD,0.8,0.8019966722129783,0.8245614035087719,0.33900078725919897,0.4029369018545868,0.973279537595358,0.4572974208606892
418,48_SWD,0.9,0.9517470881863561,0.9649122807017544,0.3843671633289261,0.41175287498320046,1.0176427129125092,0.4572974208606892
419,48_SWD,1.0,1.0,1.0,0.39943487353428414,0.4072386197207491,0.9999999999999999,0.4572974208606892
420,49_LEV,0.1,0.33277870216306155,0.3007518796992481,0.1973334950879958,0.27138223042411863,0.6605547393594351,0.5296235745427659
421,49_LEV,0.2,0.33277870216306155,0.3007518796992481,0.1973334950879958,0.27138223042411863,0.6605547393594351,0.5296235745427659
422,49_LEV,0.30000000000000004,0.33277870216306155,0.3007518796992481,0.1973334950879958,0.27138223042411863,0.6605547393594351,0.5296235745427659
